




QS AFRICA QUANTITY SURVEYORS & CONSTRUCTION CONSULTANTS;0184681156;hl@qsafrica.com;





PAGNONSIN BUILDING CONSTRUCTION;0114351404;;





HILL GREYLING BUILDING CONSTRUCTION CC;0218554316;;





INYATSI CONSTRUCTION SA;0119774600;info@inyatsi.co.za;





GRIMET CONSTRUCTION & PROJECTS CC;0116781683;;





MEGAPHASE TRADING 100 CC;0116732782;;





CASAVILLA CONSTRUCTIONS (PTY) LTD;0117826140;;





2 THE PLAN CONSTRUCTION CC;0218720244;;





FESCON CONSTRUCTION;0218625450;;





AMM ELECTRICAL & CONSTRUCTORS SERVICES;0127721129;;





PRETORIA CONSTRUCTION & SURVEYORS;0125205064;;





GAUTRAIN PRETORIA-BOMBELA CIVIL JOINT VENTURE (PTY) LTD;0124420400;;





COMET CONSTRUCTION CONTRACTORS BK;0125422774;;





ECO FLEX CC;0163655336;;





C PRETORIOUS CONSTRUCTIONS CC;0116648800;;





SPACE CONSTRUCTION (PTY) LTD;0178469614;;





IKAYA MANAGEMENT;0823205004;burni@ikaya.co.za;





NTABENI BUILDING CONSTRUCTION CC;0394332478;;





MARIPANA'S BUSINESS ENTERPRISE;0152976728;;





AMALGAMATED PRECAST CC;0437451386;;





ALPHA TIMBER CONSTRUCTION CC;0832565775;;





SANBENDRA WONINGS BK;0126533672;;





TRIPLE T CONSTRUCTION CC;0315397054;;





CONCOR HOLDINGS (PTY) LTD;0214264342;;





BRUWER;0583031645;;





QOPHE CONSTRUCTION CC;0515226389;;





J LIEBENBERG CONSTRUCTION (PTY) LTD;0129984189;;





MOHLALA & MOKOENA BUSINESS ENTERPRISES CC;0721968189;;





VELUNO TRADING PROJECTS;0333459995;;





MITIRHO PROJECTS;0169313345;;





LIFESTYLE CONSTRUCTION;0314018047;;





J M G CONSTRUCTION (PTY) LTD;0147364565;;





CYKEN CONSTRUCTION;0437635086;;





XCMG AFRICA;0112301900;martin@globalgroups.org;





F B K TRADING ENTERPRISE;0219342973;fbktrading@gmail.com;





TELESET DESIGN & MANUFACTURERS;0114473321;office@teleset.co.za;





AVENG RAIL;0118986800;enquiries@lennings.co.za;





AERATED CEMENT PRODUCTS CC;0187862170;hcp@ananzi.co.za;





P J FERREIRA CONSTRUCTION;0422472550;terius.ferreira@gmail.com;





LJ CONSTRUCTION;0829544620;;





LULAMA WOMEN INVESTMENT CC;0152915023;reiny@mweb.co.za;





BRODIE FARMING;0498450100;;





COPPER LEAF INDUSTRIES;0861747748;libertas2012@ymail.com;





ROADSPAN SURFACES (PTY) LTD;0115528511;jimmy@roadspan.co.za;





MAMT CONSTRUCTION & TRANSPORT;0114122974;;





MURRAY & ROBERTS CONSTRUCTIONS;0128020595;;





QUOIN CONSTRUCTION (PTY) LTD;0114647145;;





ELSIMA ENTERPRICE & MAINTENANCE;0119806550;;





SIYAZAMAQUIP CC;0314615642;;





JOYOUS KIDS;0568114690;modiseme@yahoo.com;





KING CONSTRUCTION;0443431673;magdadstar@iafrica.com;





KZN POWER PRODUCTS & CONSTRUCTION EQUIPMENT;0333429073;;





AMOYA BUILDING PROJECTS;0113148301;;





BIDVEST AFCOM;0116277000;info@bidvestafcom.co.za;





DEEPLAUL'S TRANSPORT & PLANT HIRE;0333874802;deepson@telkomsa.net;





TURNER MORRIS (PTY) LTD;0112213700;;





SAFINTRA NELSPRUIT;0861723755;info@safintra.co.za;





BENRAY TOOL WHOLESALERS (PTY) LTD;0315795759;zain@benray.co.za;





WATERPROOFING SPECIALIST;0415814296;jwewege@mweb.co.za;





INDGRO OUTSOURCING (PTY) LTD;0169329000;cbierman@indgro.co.za;





ANTWERP CREATIVE STUDIO;0731555522;;





FIX A PIPE;0832294615;hayneswarren904@gmail.com;





BFBA CONSULTANTS CAPE TOWN (PTY) LTD;0214210860;info@bfbactn.co.za;





DIY BUILDING MATERIALS;0537120547;diy@olivierconstruction.co.za;





ARUP (PTY) LTD;0214093500;capetown@arup.com;





COMMUNICATE PERSONNEL RECRUITMENT;0123482960;;





N J R STEEL TRADING (PTY) LTD;0117321511;jswift@njrsteel.co.za;





BIDVEST AFCOM;0116277000;info@bidvestafcom.co.za;





CLASSIC CASH WHOLESALE;0317050104;;





DUFERCO STEEL PROCESSING (PTY) LTD;0227097000;;





NJR STEEL REINFORCING (PTY) LTD;0114629862;rebar@njrsteel.co.za;





AFFIRMATIVE PORTFOLIOS;0333943539;customerservice@affirm.co.za;





CHEMROTECH POWER INDUSTRIES;0184691383;chemrotech@mweb.co.za;





ELEKTRIES VERKOELING SEKURITEIT;0725554433;awie.evs@vodamail.co.za;





SIDUTSO TRADING & PROJECTS;0846465472;;





FANNIE'S ELECTRICAL;0178832249;;





EAST2WESTCONTRACTORS;0118144347;;





EDISON PERFORMANCE ELECTRICAL;0437436979;admin@edisonperformance.co.za;





RAINBOW CIVILS CC;0536317152;dunn@rics.co.za;





JJ LOURENS PLUMBING CC;0219818661;;





NEW MODERN LIFESTYLE DEVELOPMENT (PTY) LTD;0213716695;newmodernlifestyle@gmail.com;





BAILEY'S PLUMBING;0117825578;darrell@baileysplumbing.co.za;





JOE'S NUMBER PLATES & TYRES;0317851077;;





ALAN HOME IMPROVEMENTS GENERAL MAINTENANCE;0836816468;;





MOSES GENERAL BUILDERS;0721362634;;





GIBB ENGINEERING & ARCHITECTURE;0514471711;cdjager@gibb.co.za;





EBERHARDT MARTIN CC;0219054002;latief@ebm.co.za;





CLAUDES ELECTRICAL & HARDWARE;0216718767;;





S A MUNICIPAL WORKERS UNION;0216971151;samwu@samwu.org.za;





NEKNER CONSTRUCTION (PTY) LTD;0118942351;delia@neknerconstruction.co.za;





MZANSI AFRICA CIVILS;0317027007;mzansi@mzansiafrica.co.za;





MZONTSUNDU PLANT HIRE;0475312934;info@mzontsunduplanthire.co.za;





WABLO;0832931043;louie@wablo.co.za;





CENTRAL BUILD IT (BEDFORDVIEW);0114523837;edenvale@centralbuilding.co.za;





CASHBUILD (SOUTHGATE);0112470922;southgate@cashbuild.co.za;





CROWN GOLD RECOVERIES (PTY) LTD;0112489000;siddiq.bhayat@za.drdgold.com;





BLOEM TOOL HIRE;0515221075;;





SAVSCAPES CC;0219133619;gareth@savscapes.co.za;





CONQUEROR SAFARI TRAILERS & PRODUCTS;0163496533;;





PLUMB IT DOC;0741900661;plumbitdoc1@gmail.com;





HYDE CONSTRUCTION CC;0443825484;;





BIGSKY PRODUCTIONS;0214232144;rowan@bigskyprod.com;





LUNGY LUNGA TRADING (PTY) LTD;0315182044;lungelo49@outlook.com;





PAVE MASTER;0843973985;makplantarring@gmail.com;





ACTIVE RESCUE SOLUTIONS (PTY) LTD;0114721262;;





MICA HOMEWAREHOUSE (BENONI);0118452986;nareen@absamail.co.za;





MANLYNE PLUMBING AND SANITARY CONTRACTORS;0110796042;salesmanlyne@gmail.com;





CHADWICKS RISK & INSURANCE BROKERS (PTY) LTD;0861747500;info@chadwicks.co.za;





MBIWA SHOPFITTERS;0769019817;mbiwa.tbk@gmail.com;





ABANTWANABAMI (PTY) LTD;0721421106;tulanic@gmail.com;





A.P.M.I;0152955913;;





ADVANCED ASPHALTING;0219821081;sljones@telkomsa.net;





REINFORCING STEEL CONTRACTORS;0514327738;;





PAVE MASTER;0843973985;makplantarring@gmail.com;





ACTIVE RESCUE SOLUTIONS (PTY) LTD;0114721262;;





MICA HOMEWAREHOUSE (BENONI);0118452986;nareen@absamail.co.za;





MANLYNE PLUMBING AND SANITARY CONTRACTORS;0110796042;salesmanlyne@gmail.com;





CHADWICKS RISK & INSURANCE BROKERS (PTY) LTD;0861747500;info@chadwicks.co.za;





MBIWA SHOPFITTERS;0769019817;mbiwa.tbk@gmail.com;





ABANTWANABAMI (PTY) LTD;0721421106;tulanic@gmail.com;





A.P.M.I;0152955913;;





ADVANCED ASPHALTING;0219821081;sljones@telkomsa.net;





REINFORCING STEEL CONTRACTORS;0514327738;;





S T A COAL MINING CO (PTY) LTD;0178111924;info@stacoalmining.co.za;





JOHNSON PLANT HIRE & CIVILS;0760533938;info@johnsonplanthire.co.za;





THUSHA SECHABA CONSTRUCTIONS;0152914095;;





HY-JACK CAPE CC;0215111961;hyjack@netactive.co.za;





5H CONSTRUCTION & MAINTENANCE;0824675919;info@5h-cms.com;





MBATHA N CONSULTING SERVICES;0122521965;;





VIJAY ORI & ASSOCIATES CC;0325863192;vijori@iafrica.com;





MILLER PROJECT (PTY) LTD;0739149909;millerprojectstrading@gmail.com;





WINTERTON STRUCTURAL STEEL (WSS);0825723966;wssadmin@lantic.net;





BORNFIRE TRADING PROJECTS;0717480761;bornfiretradingproject@webmail.co.za;





CONSTRUCTION MANAGEMENT SYSTEMS;0832669030;;





BRAIN WAVE PROJECTS 1833;0215934849;0834102554@mtnloaded.co.za;





BUSHBURGER ELECTRICAL & CONSTRUCTION;0848625221;msbushburger@gmail.com;





SELAPROP PTY LTD;0117833184;;





B E C CONSTRUCTION CC;0153071144;bec.tzn@mweb.co.za;





MBV GROUP;0437211609;ecb@mbvgroup.co.za;





BETSEKGADI COMMUNITY PROJECTS;0152964798;stanford@betsekgadi.co.za;





THANDABANTU BUSINESS ENTERPRISES CC;0165947498;thandabantu@webmail.co.za;





REDEOFLEX PROJECTS;0116123264;redeoflexprojects@gmail.com;





TSIBANANG CONSTRUCTION (PTY) LTD;0118378930;;





EVOLUTION CONSTRUCTION;0828056574;;





DARON CONSTRUCTION;0349951333;;





JLP CONSTRUCTION;0782227060;jlpconstruction1@gmail.com;





CHANED SUPPLIERS;0116832200;;





HEREDRAU (PTY) LTD;0116832200;;





ANDIC BUILDING CONSTRUCTION;0117366134;;





DYNAPAC (SA) (PTY) LTD;0833256682;;





SONTANGE;0128037692;walec1@worldonline.net;





MADIDASI CLEANING SERVICES;0313054921;madidasi@telkomsa.net;





MEBALA PAINTS;0744485643;mebala@webmail.co.za;





PETER OATES PIPELINE (PTY) LTD;0113631456;;





KRANSKOP BUILD IT;0334441783;kranskopbuildit@vodamail.co.za;





CASHBUILD (PROTEA GARDENS);0119802003;;





MCHILOBUVU CIVILS;0398350628;mplant@webmail.co.za;





PROFESSIONAL BUILDER CCT;0217815879;giftsimbarashemkamdi@yahoo.com;





TALISMAN PLANT & TOOL HIRE;0145923884;talis1@iafrica.com;





ARMCO SUPERLITE (PTY) LTD;0119748511;mail@armco.co.za;





T K S M CONSTRUCTION (PTY) LTD;0796067987;;





GUTH SA (PTY) LTD;0317095444;pinetown@guth.co.za;





RESAY CONTRACTORS CC;0312613954;raeesa@resay.co.za;





MASH-LAP INVESTMENTS (PTY) LTD;0116804945;;





CHANNEL CONSTRUCTION (PTY) LTD;0312057401;enquiries@channelgroup.co.za;





CA DU TOIT (PTY) LTD;0184685929;klerksdorp@cadutoit.co.za;





PIO RONNIE PLUMBERS;0422962387;;





SEBELETSA SECHABA CONSTRUCTION;0712960983;;





LETCHMIAH DAYA & VARACHHIA;0214657442;cpt@ldm.co.za;





STRAND CONTINENTAL ENGINEERING WORKS;0218544796;scew@engineer.com;





CUMULATIVE EXPERTISE CONTRACTORS;0215577839;mpumzi.mondliwa@gmail.com;





BIG ELEPHANT GROUP CONSTRUCTION & PROJECTS;0833559437;bigelephantgroup@yahoo.co.za;





STUART PLUMBERS;0413674884;;





DSC-ZENDON CC;0118947527;info@zendon.co.za;





M M PROJECTS CC;0123492680;mmprojek@lantic.net;





WYNLAND STAAL;0233471211;wynlandstaal@lando.co.za;





STEEL TECH;0448736538;dejagerhester9@gmail.com;





DICKS CONSTRUCTION CC;0357870530;;





WER INDUSTRIAL SUPPLIES (PTY) LTD;0118275480;info@wer.co.za;





BERRIDGE (PTY) LTD;0128037244;;





HENLOUW SHOTBLASTING & PAINTING CC;0118181046;henlouweng@worldonline.co.za;





YAWEH ENGINEERING & LABOUR HIRE;0119089429;;





STEREO METRY ENGINEERING & CONTAINER CONVERSIONS CC;0219083091;acasteel@telkomsa.net;





SPACIO OFFICE DEZIGNS;0114624709;sales@spacio.co.za;





DESIGNS AHEAD;0215568975;;





BNT MASINGA TRADING & PROJECTS;0119863205;bntmasinga@yahoo.com;





A&C RENOVATION & DESIGNING;0719141250;aaronchihoko@ymail.com;





IMPERIAL SIGNS;0219482961;imperials@absamail.co.za;





H2OTECH;0176381399;;





BROMO CONSTRUCTION CC;0217059471;;





VENCO ENGINEERING;0137552009;;





SB NCALANE CONSTRUCTION;0721076229;;





COOPERATIVA MURATORI & CEMENTISTI;0115528614;;





DSC-ZENDON CC;0118947527;info@zendon.co.za;





SCG CONSTRUCTION CC;0393112717;info@scgcon.co.za;





MICHELLES OFFICE DESIGN & INTERIORS;0832286062;michelle@modesign.co.za;





MANTOMBANA ENTERPRISES CC;0313013403;;





TELESAQA STEELWORKS ENGINEERING CC;0184691367;sanelmonane@gmail.com;





CHEDGO CONSTRUCTION & PROJECTS;0727824506;;





NEETHLING GROUP KONSTRUKSIE;0236163588;ngstaal@lando.co.za;





E & D SHUMBA CONSTRUCTION AND PROJECTS;0787248306;shumbaprojects@gmail.com;





STOBEL WAREHOUSING & DISTRIBUTION;0317003633;dwayn@stobel.co.za;





ELEGANT DESIGNS INVESTMENT (PTY) LTD;0114930520;helen@elegantdesign.co.za;





GOLF DATA MAINTENANCE GAUTENG CC;0118077850;;





BLACK KNIGHT INTERNATIONAL (PTY) LTD;0216715159;;





DEEBO CONSTRUCTION & PROJECTS (PTY) LTD;0317017254;;





MZILANKATHA AMANDLA CONSTRUCTION;0764036622;sibongile@mzilankatha.co.za;





POLYMER PAVEMENTS CC;0118681181;jessie@polyroads.com;





HALIFAX ENGINEERING;0118242931;belaraul@telkomsa.net;





TOLCON GROUP (PTY) LTD;0114539422;info@tolcon.co.za;





P G W CONSTRUCTION & ENGINEERING WORKS (PTY) LTD;0116921540;;





RAKASTEEL;0731919733;Info@rakasteel.co.za;





G F LOUW ENGINEERING;0116096109;richard@gflouw.co.za;





BANDAG SOUTHERN AFRICA;0114396000;info@bandag.co.za;





OFS FORKLIFTS;0514482179;forklift@myisp.co.za;





ORIGIN CONSULTING LABOUR BROKERS;0116754268;marius@labourbroker.co.za;





STAC CONSULTING ENGINEERS (PTY) LTD;0219130616;info@stac.co.za;





H M PLANT HIRE;0154911702;hmplanthire@gmail.com;





HOME TRUST KONSTRUKSIE;0126543913;;





AVIGSTIC SERVICES;0125477954;;





MINE RAIL SYSTEMS;0184627161;;





CIV TECH CONSTRUCTION CC;0317051991;;





ESSEE PLASTICS CC;0145655166;info@esseeplastic.co.za;





DITIRO-TSAKA TRADING & PROJECTS;0123231704;dbongani@mweb.co.za;





LERM;0119489532;;





TAU PELE CONSTRUCTION (PTY) LTD;0136651867;;





DEVIN INTERIORS CC;0118026224;;





AGRINUT COMMODITIES SA;0116646325;;





LETHUMBUSO TRADING ENTERPRISE;0136560421;;





MAJAPS CC;0582561278;;





VAN TANK (PTY) LTD;0355801143;;





MILKOR SPECIAL PRODUCT (PTY) LTD;0123330032;;





INTERPRONET CONSTRUCTION & CONSULTANTS;0113340890;;





INKONJANE DEVELOPMENTS (PTY) LTD;0338110178;inkonjane@inkonjane.co.za;





MOYA INTERIORS CC;0152977846;;





PR HOMES CC;0218527158;info@prhomes.co.za;





LLOYD LUCKY BUILDING & CIVIL CONTRACTOR CC;0312627854;;





LLG'S BUILDING SERVICES;0215541823;;





GROUP FIVE COASTAL (PTY) LTD;0315690300;oil&gas@groupfive.co.za;





DINKO TRADING MARKETING;0114921968;;





KIEWIETS CONSTRUCTION;0443850009;;





JEL - POWER TRADING AND PROJECTS;0784473061;jelpowertp@gmail.com;





LISA SJADU (PTY) LTD;0737880952;pncikanaa@gmail.com;





BANTUNGWA TRADING;0827625931;bantungwa@webmail.co.za;





UNIVERSAL EQUIPMENT;0414531810;kasmira@universalequipment.co.za;





MICRISH POWER ELECTRICAL BUILDING PROJECTS (PTY) LTD;0116144758;micrishproject@gmail.com;





RCCH CONSTRUCTION;0618979078;;





TWO P'S IN A POD LANDSCAPING;0317657044;plloydwarren@gmail.com;





MAKATHINI PROJECTS;0312074778;info@makathini.co.za;





MOSWOBI BUILDING CONSTRUCTION & PROPERTY DEVELOPERS;0155165505;suku.invest@gmail.com;





ESSEE PLASTICS CC;0145655166;info@esseeplastic.co.za;





DITIRO-TSAKA TRADING & PROJECTS;0123231704;dbongani@mweb.co.za;





GIB AND ELTON TRADING AND PROJECTS;0734384815;gibson.motlhatlhana@gmail.com;





GENESIS LOGISTICS CC;0119071104;;





VIP CONSTRUCTION CC;0763994596;;





JAI-PAL ENGINEERING CC;0216339130;;





ELMANDI ROAD MAINTENANCE CC;0125672224;;





RAILCO;0163421958;;





FOTIOS CONSTRUCTION CC;0118133906;;





KHULISA FRAMEWORK CC;0217892070;;





R LOUW CONSTRUCTIONS;0727804581;;





SUIKERBOS RAND ENGINEERING;0163421303;;





JOMARICA;0155162383;jomarica@mailus.co.za;





CORA'S CONSTRUCTION CC;0277181904;;





VELA VKE CONSULTING ENGINEERS (PTY) LTD;0337012740;;





WOLF STEEL ERECTION (PTY) LTD;0113632515;;





WARMBATHS GOLF CONSTRUCTION;0147366342;;





ACHIM STEEL WORKS PRIMARY CO-OPERATIVE LTD;0113825000;;





STEVE DUBE CONSTRUCTION;0738476074;;





WIRTGEN SA (PTY) LTD;0114521838;;





BESTMADE FOUR;0110517496;;





LIMPOPO ROAD BINDERS & CONSTRUCTION CC;0153074923;;





TEAM SEBENZA CONSTRUCTION;0219319852;;





INDUSTRIAL POWER PRODUCTS;0418116660;info@mjss.co.za;





VINO BUILDING CONSTRUCTION & MULTI PROJECTS;0113911648;vinoprojects@gmail.com;





ALCHRIS CONSTRUCTION & HANDYMAN;0396845338;alchris@telkomsa.net;





DOWN LOW CONSTRUCTION;0722830911;downlowconstruction.plumbing@webmail.co.za;





KANKAZA PROPERTIES & INVESTMENT;0114845413;;





LANGA ELISHA CONSTRUCTION & PROJECT SERVICES (PTY) LTD;0110761118;info@langelisha.co.za;





XCMG AFRICA;0112301900;martin@globalgroups.org;





F B K TRADING ENTERPRISE;0219342973;fbktrading@gmail.com;





TELESET DESIGN & MANUFACTURERS;0114473321;office@teleset.co.za;





AVENG RAIL;0118986800;enquiries@lennings.co.za;





AERATED CEMENT PRODUCTS CC;0187862170;hcp@ananzi.co.za;





P J FERREIRA CONSTRUCTION;0422472550;terius.ferreira@gmail.com;





LJ CONSTRUCTION;0829544620;;





LULAMA WOMEN INVESTMENT CC;0152915023;reiny@mweb.co.za;





BRODIE FARMING;0498450100;;





COPPER LEAF INDUSTRIES;0861747748;libertas2012@ymail.com;





ROADSPAN SURFACES (PTY) LTD;0115528511;jimmy@roadspan.co.za;





MAMT CONSTRUCTION & TRANSPORT;0114122974;;





MURRAY & ROBERTS CONSTRUCTIONS;0128020595;;





QUOIN CONSTRUCTION (PTY) LTD;0114647145;;





INKONJANE DEVELOPMENTS (PTY) LTD;0338110178;inkonjane@inkonjane.co.za;





MOYA INTERIORS CC;0152977846;;





PR HOMES CC;0218527158;info@prhomes.co.za;





LLOYD LUCKY BUILDING & CIVIL CONTRACTOR CC;0312627854;;





LLG'S BUILDING SERVICES;0215541823;;





GROUP FIVE COASTAL (PTY) LTD;0315690300;oil&gas@groupfive.co.za;





PROCOST AND ASSOCIATE;0152954441;;





AREND KONSTRUKSIE;0287221339;;





PUR?N JEREMY BOUERS;0828722801;admin@purenbouers.co.za;





M A KHARAFI CONSTRUCTION (PTY) LTD;0123425213;wafaa@kharafi.co.za;





WIEGIE'S KONTRAKTEURS;0764655511;;





ABITER CIVIL ENGINEERS;0113465022;;





MBHAHLENI TRADING;0153073991;mbhahleni@telkomsa.net;





CONSTRUCTION DIAL A HIRE;0119733733;dialahire@mweb.co.za;





BOBCAT EQUIPMENT SA;0317006906;bobcat@goscor.co.za;





GUNNITE INTERNATIONAL;0118732750;gunite@global.co.za;





MASTER BUILDERS ASSOCIATION (WEST COAST);0227722251;mbaweskus@cwmail.co.za;





PEYEYE TRADING & PROJECTS;0735600051;;





COMPONENT STRUCTURES (PTY) LTD;0114522036;admin@componentgroup.co.za;





R M RENOVATORS & ALUMINIUM;0137554008;righard@rmrenovators.co.za;





RAMUYANE HLAO CONSTRUCTION;076928909;;





PHALAMVU TRADING & PROJECT;0317001686;;





D MARKS CONSTRUCTION;0224923060;;





BADENHORST CONSTRUCTION;0119145564;;





HD WALSH CONSTRUCTION CC;0118882286;;





GIURICICH BROTHER (PTY) LTD;0118233658;;





LUSASA CONSTRUCTION (PTY) LTD;0285141197;;





BIRD CONSTRUCTION (PTY) LTD;0128037140;;





ALCHRIS CONSTRUCTION & HANDYMAN;0396845338;alchris@telkomsa.net;





DOWN LOW CONSTRUCTION;0722830911;downlowconstruction.plumbing@webmail.co.za;





KANKAZA PROPERTIES & INVESTMENT;0114845413;;





LANGA ELISHA CONSTRUCTION & PROJECT SERVICES (PTY) LTD;0110761118;info@langelisha.co.za;





XCMG AFRICA;0112301900;martin@globalgroups.org;





F B K TRADING ENTERPRISE;0219342973;fbktrading@gmail.com;





TELESET DESIGN & MANUFACTURERS;0114473321;office@teleset.co.za;





AVENG RAIL;0118986800;enquiries@lennings.co.za;





AERATED CEMENT PRODUCTS CC;0187862170;hcp@ananzi.co.za;





P J FERREIRA CONSTRUCTION;0422472550;terius.ferreira@gmail.com;





LJ CONSTRUCTION;0829544620;;





LULAMA WOMEN INVESTMENT CC;0152915023;reiny@mweb.co.za;





BERGSTAN AFRICA;0214220921;bergstan@lasimanco.co.za;





SWAKOP ELECTRICAL CONTRACTORS;0219888579;;





M P TYRES CC;0132824555;mptyres@lantic.net;





SCOTT PETER DR;0118832135;;





PAUL ELECTRICAL;0116142843;;





TORO YA AFRICA;0145927167;rustenburg@toroyaafrica.com;





LAVENDER MOON;0215349631;rylandsali@gmail.com;





LIGHT HOUSE GMP CC;0333947339;;





CELTIS PROJECTS;0826357088;herman@celtisandscaping.co.za;





PEUGEOT (NEWCASTLE) (PTY) LTD;0343155783;;





KUSENI PLANT HIRE;0716702418;admin@kuseni.com;





HOUTMAN PETER CONSTRUCTION;0415859665;phoutman@mweb.co.za;





KYLELIN CONSTRUCTION;0799877934;ddupreez@reddoor.co.za;





JACO GROENEWALD ELEKTRIES BK;0218593529;accounts@jgelectrical.co.za;





PHELISA CONSULTING (PTY) LTD;0317910666;info@phelisa.com;





ETHEKWENI GUNITING SERVICES;0318252034;ethekweniguniting@live.co.za;





MELLON HOUSING INITIATIVE;0219072760;gary@mellonhousing.co.za;





AMADLANDAWONYE CONTRACTORS;0343745006;;





RAMATHE MJ INC;0176315998;ramathelaw@secunda.co.za;





STEELPACT (PTY) LTD;0835034302;frikatp@gmail.com;





B & D WORKSPACE SOLUTIONS;0113625562;;





STILFONTEIN STAAL & KONSTRUKSIE BK;0184846794;;





AMATHOLE ESIZWE TRADING ENTERPRISE;0738415081;;





ULAMBRICK CONSTRUCTION;0829566541;;





VULIGLO (PTY) LTD;0333302804;;





COSINE DEVELOPMENTS;0315792175;;





RABIE NAUDE INGENIEURSWERKE;0219811843;;





KEW MAINTENANCE;0393157142;;





MEDOWEN FLOORS (PTY) LTD;0118803009;benj@medowen.co.za;





MATCORP CONSTRUCTION CC;0837771100;;





PROP 5 CORP (PTY) LTD;0114634537;;





ASIZABANTLE TRADING;0119064546;ian@asizabantu.co.za;





REDCO;0182933093;;





LAFARGE INDUSTRIES SA (PTY) LTD;0448781578;;





MLOKOTHWA CONSTUCTION & MANAGEMENT SERVICES CC;0119797135;;





KENTZ (PTY) LTD;0112039600;contactmidrand@kentz.com;





3FACTS CONSTRUCTION ENGINEERING & STEELWORKS;0115042678;;





UMBUSA CIVILS & CONSTRUCTION;0217618035;info@umbusa.co.za;





DEEBO CONSTRUCTION AND PROJECTS CC;0317053312;;





MAWELE ENGENEERING;0118454032;;





GC CIVILS & CONSTRUCTION CC;0315691701;;





QS AFRICA QUANTITY SURVEYORS & CONSTRUCTION CONSULTANTS;0184681156;hl@qsafrica.com;





PAGNONSIN BUILDING CONSTRUCTION;0114351404;;




